,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,A Indx,density,pH,sulphates,Vit Indx,quality,Type
5905,7.4,0.27,0.52,very_high,0.054,36,139,17.12091699,0.99788,3.04,medium,low,high,Lemon_Juice
5906,7.6,0.3,0.25,medium,0.054,22,111,16.42302175,0.9956,3.12,low,very_low,low,Lemon_Juice
5907,6,0.17,0.49,very_low,0.034,26,106,14.31812214,0.992,3.21,low,low,high,Lemon_Juice
5908,6.9,0.54,0.04,low,,7,27,15.03295523,0.9987,3.69,,low,high,Orange_Juice
5909,7.9,0.26,0.41,very_high,0.04,38,216,17.80331739,0.9976,,medium,low,high,Lemon_Juice
5910,6.4,0.3,0.27,medium,0.058,,151,14.22918937,0.99198,3.22,low,high,high,Lemon_Juice
5911,7.4,0.37,0.35,medium,0.061,,94,16.6969366,0.9965,3.48,medium,low,high,Lemon_Juice
5912,7.5,0.18,0.31,high,0.029,53,160,16.19727533,0.99276,3.03,low,medium,high,Lemon_Juice
5913,8.4,0.62,0.12,very_low,0.072,38,46,17.77020614,0.99504,3.38,medium,medium,high,Orange_Juice
5914,6.8,0.22,0.41,high,0.034,39,116,15.26121029,0.99245,3.18,low,medium,high,Lemon_Juice
5915,7.7,0.28,0.24,low,0.044,29,157,17.29481444,0.99312,3.27,medium,low,high,Lemon_Juice
5916,6.6,0.15,0.32,medium,0.033,59,128,14.89988996,0.99192,3.19,medium,medium,high,Lemon_Juice
5917,6.2,0.52,0.08,,0.071,11,32,13.15600394,0.99646,3.56,medium,medium,high,Orange_Juice
5918,10.9,0.37,0.58,low,0.071,17,65,25.01234071,0.99935,3.22,medium,low,low,Orange_Juice
5919,7.4,0.18,0.3,very_high,0.064,26,103,16.28071765,0.9961,2.94,medium,very_low,low,Lemon_Juice
5920,6.8,0.23,0.33,very_low,0.047,20,101,15.33760214,0.9914,3.1,low,medium,high,Lemon_Juice
5921,6.9,0.19,0.38,very_low,,30,105,15.09448485,0.99047,3.11,low,medium,low,Lemon_Juice
5922,7,0.27,0.36,very_high,0.045,45,170,15.68671977,1.001,3,low,very_low,high,
5923,7.8,0.28,,low,0.024,27,99,16.89842457,0.98959,2.98,low,high,high,Lemon_Juice
5924,6.8,0.5,0.11,very_low,0.075,16,49,14.93687948,0.99545,3.36,medium,low,low,Orange_Juice
5925,13,0.47,0.49,,,6,47,28.28398471,1.0021,3.3,medium,high,high,Orange_Juice
5926,8.9,0.13,0.49,very_low,0.028,6,24,19.67575862,0.9926,2.91,,low,low,Lemon_Juice
5927,6.1,0.23,0.27,very_high,0.055,74,134,12.86212328,0.99534,3.16,low,low,high,Lemon_Juice
5928,8.3,0.2,0.74,,0.044,33,130,19.69033625,0.9924,3.25,low,high,high,Lemon_Juice
5929,8.9,,0.21,low,0.088,21,39,19.50786522,0.99692,3.33,medium,medium,high,Orange_Juice
5930,7,0.54,0.09,very_low,0.081,10,16,14.62355333,0.99479,3.43,medium,medium,high,Orange_Juice
5931,7.4,0.785,,medium,0.094,19,98,16.03561977,0.99713,3.16,medium,low,high,Orange_Juice
5932,8.8,0.3,0.38,low,0.06,19,72,19.28958158,0.99543,3.39,medium,medium,high,Orange_Juice
5933,6.7,0.3,0.29,low,0.025,37,107,15.2479115,0.99159,3.31,medium,medium,high,Lemon_Juice
5934,11.6,0.44,0.64,low,0.059,5,15,26.20263197,0.998,3.21,medium,low,high,Orange_Juice
5935,7.5,0.17,0.71,very_high,0.038,52,148,18.05440986,0.99801,3.03,low,very_low,low,Lemon_Juice
5936,5.7,0.21,0.25,very_low,0.035,26,81,12.49115563,0.9902,3.31,medium,medium,high,Lemon_Juice
5937,6.3,0.2,0.37,very_high,0.045,58,130,14.12370615,0.99519,3.2,low,medium,low,Lemon_Juice
5938,9.8,,0.39,low,0.083,21,59,22.06642234,0.9989,,medium,medium,high,Orange_Juice
5939,7.2,0.28,0.26,very_high,0.046,48,179,15.79474865,0.9975,3.1,medium,very_low,high,Lemon_Juice
5940,6.7,0.34,0.31,very_high,0.051,20,146,14.40088792,0.99834,3.06,medium,very_low,low,Lemon_Juice
5941,5.9,0.27,0.27,medium,0.035,14,97,13.09919153,0.99058,3.1,low,medium,high,Lemon_Juice
5942,7.8,0.3,0.29,very_high,0.054,23,135,16.82868238,0.9998,3.16,low,very_low,high,Lemon_Juice
5943,7.8,0.25,0.34,very_high,0.044,66,184,17.58534658,0.99976,3.22,medium,very_low,low,Lemon_Juice
5944,7.6,0.41,0.24,very_low,0.08,4,11,17.09026314,0.9962,3.28,medium,low,low,
5945,8.1,0.66,0.7,low,0.098,25,129,19.4600045,0.9972,3.08,medium,very_low,low,Orange_Juice
5946,6.2,0.21,0.38,high,0.036,64,245,14.30988197,0.9951,3.06,low,very_low,high,Lemon_Juice
5947,6.4,0.475,0.06,very_low,0.03,9,131,,0.9904,2.97,low,medium,low,Lemon_Juice
5948,7.6,0.29,0.29,medium,0.051,26,146,16.4365591,0.9939,3.16,low,,low,Lemon_Juice
5949,6.3,,0.36,medium,0.035,31,185,14.34642931,0.9946,3.15,low,low,low,Lemon_Juice
5950,5.8,0.24,0.26,very_high,0.039,63,162,12.13052745,0.99375,3.33,low,medium,high,Lemon_Juice
5951,7.6,0.48,0.37,very_low,0.037,4,100,17.16534271,0.9902,3.03,low,medium,low,Lemon_Juice
5952,5.5,0.16,0.31,very_low,0.026,31,68,12.67764357,0.9898,3.33,low,medium,high,Lemon_Juice
5953,4.7,0.785,0,low,0.036,23,134,10.10523124,0.98981,3.53,medium,very_high,high,
5954,5.6,,0.29,very_low,0.043,20,67,12.39736112,0.99112,3.28,low,low,,Lemon_Juice
5955,7.7,,0.32,very_low,,23,124,16.59233221,0.9919,2.93,,medium,high,Lemon_Juice
5956,6.6,0.23,0.27,medium,0.043,43,164,14.56299685,0.9953,3.27,medium,low,low,Lemon_Juice
5957,7.3,0.19,0.24,high,0.054,34,231,15.74408859,,3.36,medium,low,high,Lemon_Juice
5958,,0.3,0.26,very_low,0.041,46,,15.74954488,0.99154,3.19,medium,medium,high,Lemon_Juice
5959,7.5,0.18,0.31,very_high,0.051,24,94,16.85765779,0.997,3.19,low,low,high,
5960,5.9,0.14,0.25,medium,0.027,34,140,13.46119589,0.9934,3.49,medium,medium,high,Lemon_Juice
5961,7.1,0.72,0,very_low,0.123,6,14,15.01965519,0.99627,3.45,medium,low,low,Orange_Juice
5962,6.4,0.16,0.25,very_low,0.057,,125,13.78764716,0.99091,3.23,low,medium,high,Lemon_Juice
5963,7.1,0.2,0.37,very_low,0.049,28,129,16.01016618,0.99226,3.15,medium,,low,Lemon_Juice
5964,7,0.28,0.36,very_low,0.035,8,70,15.88338716,0.9899,3.09,low,medium,high,Lemon_Juice
5965,6.4,0.28,0.56,very_low,0.156,49,106,14.96635219,0.99354,3.1,low,very_low,high,Lemon_Juice
5966,6.4,0.43,0.27,very_low,0.054,5,110,,0.9939,3.24,medium,very_low,low,Lemon_Juice
5967,7.6,0.32,0.58,very_high,0.05,43,163,18.00891827,0.9999,3.15,medium,very_low,low,Lemon_Juice
5968,6.6,0.52,0.04,low,0.069,8,15,14.06077814,0.9956,3.4,medium,,high,Orange_Juice
5969,6.9,0.25,0.24,,0.057,13,85,14.92419354,0.9942,2.99,low,low,,Lemon_Juice
5970,6.5,0.88,0.03,medium,0.079,23,47,14.4985139,0.99572,3.58,low,medium,low,Orange_Juice
5971,7.3,0.815,0.09,,0.044,45,204,15.7712207,0.99713,3.15,low,very_low,low,Lemon_Juice
5972,5.6,0.5,0.09,low,0.049,17,99,12.28719061,0.9937,3.63,medium,high,low,Orange_Juice
5973,,0.775,0.22,low,0.079,12,48,20.27430448,,3.18,medium,low,low,
5974,5.9,0.18,0.28,medium,0.039,50,139,12.85202594,0.99165,3.16,low,medium,high,Lemon_Juice
5975,6.3,0.41,,medium,0.023,28,110,14.12448677,0.991,3.3,low,high,high,Lemon_Juice
5976,6.4,0.5,0.2,low,0.059,,112,14.48779399,0.99314,3.18,low,very_low,high,Lemon_Juice
5977,6,0.19,0.29,very_low,,67,152,,0.9916,3.54,medium,medium,high,Lemon_Juice
5978,12,0.5,0.59,very_low,0.073,23,42,26.59224859,0.998,2.92,medium,low,high,Orange_Juice
5979,6,0.21,0.29,very_high,0.042,28,125,12.93834006,0.99936,3.39,low,very_low,low,
5980,9.9,0.25,0.46,very_low,0.062,,,21.54780413,0.9959,3.18,,low,high,Orange_Juice
5981,6.4,0.45,0.07,very_low,0.03,10,131,13.73254907,,2.97,low,medium,low,Lemon_Juice
5982,6.7,0.3,0.74,medium,0.038,35,157,16.17456586,0.9945,3.21,low,,low,Lemon_Juice
5983,8.5,0.49,0.11,low,0.084,9,67,17.92183751,0.9968,3.17,medium,low,low,Orange_Juice
5984,5.6,0.35,0.37,very_low,0.038,6,72,13.6941234,0.9902,3.37,low,medium,low,Lemon_Juice
5985,8.4,0.31,0.31,very_low,0.021,52,148,18.5550518,0.99038,2.93,low,medium,low,Lemon_Juice
5986,6.4,0.15,0.44,very_low,0.043,,150,14.20123919,0.9907,3.14,medium,medium,high,Lemon_Juice
5987,6.6,0.33,0.31,very_low,0.02,29,89,,0.99035,3.26,low,high,high,Lemon_Juice
5988,6.9,0.2,0.4,high,0.032,,176,15.15631067,0.9939,3.22,low,medium,low,Lemon_Juice
5989,7.2,0.31,0.41,very_high,0.053,15,89,15.94792406,0.9976,3.29,medium,low,high,Lemon_Juice
5990,5.6,0.32,0.33,high,0.037,,95,12.71102583,0.99268,3.25,low,medium,high,Lemon_Juice
5991,6.6,0.3,0.45,high,0.038,54,200,15.20295748,0.9956,3.18,low,low,low,Lemon_Juice
5992,7.6,0.27,0.25,very_high,0.05,45,199,16.2773975,0.9984,3.34,low,low,high,
5993,7.5,0.3,0.32,very_low,0.032,31,161,16.81992129,0.99154,2.95,low,,low,
5994,6.5,0.25,0.27,very_high,0.049,75,217,14.24484965,0.9972,3.19,low,low,low,
5995,6.8,0.21,0.27,very_high,0.042,41,146,15.34321693,1.0001,3.3,low,very_low,low,Lemon_Juice
5996,7.5,0.27,0.36,high,0.036,45,164,16.34984345,0.9939,3.03,low,medium,low,Lemon_Juice
5997,10.4,0.24,0.46,very_low,0.075,6,21,22.52795927,0.9976,3.25,high,medium,high,Orange_Juice
5998,8.2,0.28,0.6,low,0.104,10,22,18.66073325,0.99828,3.39,medium,low,low,Orange_Juice
5999,6,0.19,0.37,very_high,0.032,17,50,,0.9932,3.08,,medium,high,Lemon_Juice
6000,7.1,0.28,0.35,low,0.028,35,91,15.8282424,0.99022,2.96,low,medium,low,Lemon_Juice
6001,7.2,0.44,0.28,low,0.048,22,112,16.45219123,0.99188,3.21,low,medium,high,Lemon_Juice
6002,4.7,0.335,0.14,very_low,0.036,69,168,10.16322867,0.99212,3.47,low,low,low,Lemon_Juice
6003,9.9,0.74,0.28,low,0.078,21,77,21.88198461,0.998,3.28,medium,low,low,
6004,6.7,0.28,0.28,medium,,14,92,14.78517281,0.99224,3.36,medium,medium,high,Lemon_Juice
6005,7.9,0.35,0.21,very_low,0.073,46,102,17.02957334,0.9964,3.27,medium,low,low,Orange_Juice
6006,7.8,0.55,0.35,low,0.074,21,66,17.41722687,0.9974,3.25,medium,very_low,low,Orange_Juice
6007,,0.205,0.16,very_high,0.051,31,115,11.7737764,0.99564,3.4,low,medium,high,Lemon_Juice
6008,7.1,0.17,0.4,very_high,0.047,47,156,16.16534194,0.99945,3.34,medium,very_low,high,Lemon_Juice
6009,7.4,0.27,0.31,low,0.014,15,143,15.84099578,0.99094,3.03,medium,medium,low,Lemon_Juice
6010,6.5,0.32,0.12,very_high,0.033,35,165,14.36464448,0.9974,,low,very_low,low,Lemon_Juice
6011,5.3,0.6,0.34,very_low,0.031,3,60,12.51755165,,3.27,low,,high,Lemon_Juice
6012,7.5,0.32,0.49,very_low,0.031,44,109,17.13667927,0.9906,3.07,low,high,high,Lemon_Juice
6013,6.8,0.2,0.36,very_low,0.028,7,46,14.66205972,,3.21,medium,medium,high,Lemon_Juice
6014,6.2,0.36,0.14,very_high,0.036,38,155,13.79627306,0.99622,3.27,low,low,low,Lemon_Juice
6015,9,0.45,0.49,low,0.084,,75,20.70485144,0.9987,3.35,,low,low,Orange_Juice
6016,6.7,0.3,0.5,very_high,0.045,38,127,15.18238931,0.9974,3.04,medium,very_low,high,Lemon_Juice
6017,7.7,0.28,0.33,,0.037,32,155,17.41673189,0.9951,3.39,medium,low,high,Lemon_Juice
6018,6.6,0.35,0.29,very_high,0.044,54,177,14.38124981,0.9991,3.17,medium,very_low,high,Lemon_Juice
6019,5.9,0.65,0.23,medium,0.035,20,128,13.49401838,0.99016,3.46,low,high,high,Lemon_Juice
6020,8.1,,0.31,very_low,0.041,49,123,18.26336994,0.9914,2.99,low,medium,high,Lemon_Juice
6021,7.4,0.39,0.48,very_low,0.082,14,67,16.99677555,0.9972,3.34,,very_low,low,Orange_Juice
6022,6.1,0.28,,medium,0.038,13,95,13.12579031,0.98898,,medium,high,high,
6023,6.8,0.45,0.28,,0.031,27,122,,1.00295,3.06,low,low,high,Lemon_Juice
6024,6.2,0.24,0.22,high,0.053,45,149,13.62593237,0.99545,3.23,medium,very_low,low,Lemon_Juice
6025,8.1,0.26,0.27,medium,0.03,43,123,17.75570951,0.99212,3.16,low,medium,high,Lemon_Juice
6026,7.3,0.19,0.25,very_low,0.051,41,107,15.77585277,0.99382,3.53,medium,low,high,Lemon_Juice
6027,10.1,0.31,0.44,low,0.08,22,46,22.28793438,0.9988,3.32,medium,low,high,Orange_Juice
6028,6,0.2,0.26,high,0.049,22,93,13.29655505,0.9928,3.15,low,medium,high,Lemon_Juice
6029,6.5,0.17,0.54,very_high,0.082,64,163,14.96468352,0.9959,2.89,low,very_low,high,Lemon_Juice
6030,6,0.33,0.26,medium,0.051,16,,13.86999254,0.99416,3.15,low,very_low,low,Lemon_Juice
6031,7.4,0.19,0.49,very_high,0.03,26,132,16.62496809,0.994,2.99,low,medium,high,
6032,6.9,0.54,0.04,low,0.077,7,27,14.50536429,0.9987,3.69,medium,low,high,Orange_Juice
6033,12.2,0.45,0.49,very_low,0.075,3,6,27.16495758,0.9969,,medium,low,low,Orange_Juice
6034,6,0.28,,very_high,0.047,42,111,13.86101437,0.99896,3.1,low,very_low,high,
6035,9.7,0.24,0.49,medium,0.032,3,18,21.16110485,0.99368,2.85,medium,low,high,Lemon_Juice
6036,5.2,0.285,0.29,medium,0.035,64,138,11.32623611,0.9895,3.19,low,high,high,Lemon_Juice
6037,6.6,0.24,0.27,very_high,,54,219,14.27341662,0.99742,3.04,low,very_low,low,Lemon_Juice
6038,7.1,0.21,0.35,low,0.04,41,186,,0.99128,3.32,medium,high,high,Lemon_Juice
6039,7.8,0.25,0.37,very_low,0.043,10,80,17.17685743,0.99128,3.08,low,medium,low,Lemon_Juice
6040,7.8,0.22,0.38,very_high,0.059,28,99,17.52173417,0.9967,3.12,low,low,high,Lemon_Juice
6041,7.9,1.04,0.05,low,0.084,13,29,17.38193006,0.9959,3.22,medium,low,high,Orange_Juice
6042,7,0.6,0.3,medium,0.068,20,110,15.69889236,0.99914,3.3,high,low,low,Orange_Juice
6043,7.3,0.26,0.49,medium,0.028,32,107,,0.9936,3.24,medium,medium,high,Lemon_Juice
6044,7.3,0.25,0.36,very_high,0.05,35,200,16.33634759,0.9986,3.04,low,very_low,high,Lemon_Juice
6045,6.9,0.43,0.28,very_high,0.056,29,183,15.2295038,0.99594,3.17,low,low,low,Lemon_Juice
6046,8.7,0.84,0,very_low,0.065,24,33,18.58982972,0.9954,3.27,medium,low,low,Orange_Juice
6047,6.4,0.69,0.09,high,0.044,34,144,14.27365589,0.9948,3.26,low,low,high,Lemon_Juice
6048,,0.26,0.4,very_low,,5,60,14.54141258,0.9925,3.09,medium,low,low,Lemon_Juice
6049,7.7,0.39,0.12,very_low,0.097,19,27,16.25862833,0.99596,,low,low,low,Orange_Juice
6050,6.9,0.38,0.28,,0.062,22,166,15.67798673,0.99506,3.16,medium,low,low,Lemon_Juice
6051,7.4,0.26,0.43,medium,0.022,22,125,16.67919303,0.9928,3.13,medium,medium,high,Lemon_Juice
6052,7.8,0.26,0.74,high,0.044,59,160,18.46660735,0.996,3.22,medium,low,high,Lemon_Juice
6053,6.7,0.75,0.01,low,0.078,17,32,14.53032705,0.9955,3.55,medium,high,high,Orange_Juice
6054,5.9,0.27,0.27,very_high,0.051,43,136,13.59299115,0.9941,3.25,medium,low,high,
6055,6.7,0.64,0.23,low,0.08,11,119,,0.99538,3.36,medium,medium,low,Orange_Juice
6056,6.7,0.16,0.32,very_high,0.035,18,156,15.18101114,0.99666,2.88,low,,high,Lemon_Juice
6057,6.6,0.35,0.26,low,0.045,19,129,14.71434201,0.98952,3.24,low,,high,Lemon_Juice
6058,6.3,0.13,0.42,very_low,0.043,63,146,14.19898311,0.99066,3.13,medium,medium,high,Lemon_Juice
6059,6.7,0.18,0.3,high,0.048,40,251,14.72054307,0.9956,3.29,medium,low,low,Lemon_Juice
6060,7.4,0.27,0.26,very_high,0.053,,173,16.3290081,0.99699,3.11,medium,low,low,Lemon_Juice
6061,6.9,0.36,0.25,low,0.098,5,16,15.23334617,0.9964,3.41,medium,low,high,Orange_Juice
6062,6.2,0.45,0.73,high,0.099,47,202,14.97054313,0.99582,3.21,low,very_low,low,Lemon_Juice
6063,7.5,0.685,0.07,,0.058,5,9,,0.99632,3.38,medium,medium,low,Orange_Juice
6064,6.7,0.35,0.48,very_high,0.056,35,167,15.21501255,0.99628,3.04,low,low,low,Lemon_Juice
6065,6.4,0.24,0.32,very_low,0.041,23,131,14.0872149,0.99033,3.25,low,medium,low,Lemon_Juice
6066,8.2,0.885,0.2,very_low,0.086,7,31,17.82044119,0.9946,3.11,low,low,low,Orange_Juice
6067,9,0.82,0.14,low,0.089,9,,19.14503566,0.9984,3.39,medium,low,low,Orange_Juice
6068,6.1,0.36,0.58,very_high,0.044,42,,15.18401311,0.9978,3.15,medium,very_low,low,Lemon_Juice
6069,6.6,0.34,,very_low,0.053,26,112,14.68001629,0.99336,3.32,medium,very_low,low,Lemon_Juice
6070,6.9,0.2,0.28,very_low,0.048,,159,15.07838207,0.9936,3.19,low,very_low,high,Lemon_Juice
6071,7.7,0.16,0.49,very_low,0.056,20,124,17.75436859,0.9948,3.32,low,low,high,Lemon_Juice
6072,6.9,0.19,0.6,low,0.037,6,,,0.99255,2.92,medium,low,low,Lemon_Juice
6073,7,0.15,0.28,very_high,0.051,29,149,15.43713027,0.99792,2.96,low,very_low,high,Lemon_Juice
6074,7.3,0.55,0.01,very_low,0.093,9,15,15.10921108,0.99514,3.35,medium,medium,high,Orange_Juice
6075,7.4,0.24,0.42,very_high,0.066,48,198,16.42232689,0.9979,2.89,low,very_low,high,Lemon_Juice
6076,7.5,0.52,0.11,very_low,0.079,11,39,16.58331207,0.9968,3.42,medium,low,,Orange_Juice
6077,6.6,0.295,0.24,very_low,0.039,29,140,14.33123991,0.99304,3.35,medium,low,high,Lemon_Juice
6078,7,0.45,0.34,very_high,0.04,12,67,15.44075654,0.9976,3.07,low,medium,high,Lemon_Juice
6079,,0.43,0.3,very_low,0.085,6,39,16.08704936,0.99346,3.33,low,medium,high,Orange_Juice
6080,6.4,0.38,0.24,high,0.047,41,151,14.41738762,0.99604,3.11,medium,very_low,low,Lemon_Juice
6081,6.9,0.49,0.19,very_low,0.079,13,26,,0.99547,3.38,medium,low,high,Orange_Juice
6082,7.9,0.49,0.32,very_low,0.082,17,144,17.22926264,0.9968,3.2,medium,low,low,Orange_Juice
6083,6,0.26,0.29,low,0.041,37,144,13.77678269,0.98944,3.22,low,high,high,Lemon_Juice
6084,6.3,0.27,0.25,medium,,52,155,,0.995,3.28,low,low,high,Lemon_Juice
6085,5.4,0.595,0.1,low,0.042,26,80,12.11712429,,3.36,low,very_low,low,Lemon_Juice
6086,5.3,0.16,0.39,,0.028,40,101,12.18372251,,3.57,,low,high,Lemon_Juice
6087,6.7,0.16,0.64,low,0.059,24,52,15.44546081,0.99494,3.34,medium,medium,high,Orange_Juice
6088,6.3,0.26,0.49,very_low,0.052,34,134,15.24998492,0.9924,2.99,medium,low,high,Lemon_Juice
6089,7.6,0.2,0.68,very_high,0.042,56,160,18.52108568,0.99841,3.05,low,very_low,low,
6090,7.6,0.49,0.33,very_low,0.074,27,85,17.12495497,0.99706,3.41,medium,very_low,low,Orange_Juice
6091,5.6,0.22,0.32,very_low,0.024,29,97,12.52194693,0.98823,3.2,low,high,high,Lemon_Juice
6092,7.4,0.25,0.36,very_high,0.067,53,178,15.81421205,0.9976,3.01,low,very_low,high,Lemon_Juice
6093,6.1,0.17,0.42,very_high,0.033,28,124,13.88028802,0.99684,2.87,low,low,low,Lemon_Juice
6094,6.5,0.26,0.27,very_high,0.044,69,215,14.3715171,0.9967,3.17,low,low,high,Lemon_Juice
6095,7.7,0.69,0.05,low,0.075,15,27,16.43665115,0.9974,3.26,medium,very_low,low,Orange_Juice
6096,7,0.6,0.3,medium,0.068,20,110,15.73437659,0.99914,3.3,high,low,,Orange_Juice
6097,4.8,,0.23,very_low,0.044,38,180,10.66677587,0.98924,3.28,low,medium,high,Lemon_Juice
6098,,0.54,0.13,very_low,0.076,15,36,14.10016703,0.9973,3.61,,low,low,Orange_Juice
6099,6.5,0.28,0.35,very_high,0.067,61,180,14.57284908,0.9972,3.15,medium,very_low,low,Lemon_Juice
6100,6.8,0.27,0.22,very_high,0.034,16,116,15.24962868,0.9989,3.07,medium,very_low,low,Lemon_Juice
6101,6.5,0.26,0.74,very_high,0.044,68,224,15.99578964,0.9972,3.18,medium,low,high,Lemon_Juice
6102,7.3,0.19,0.27,very_high,0.057,45,155,15.61598014,0.99807,2.94,low,very_low,high,Lemon_Juice
6103,5.7,0.22,0.28,,0.027,26,101,12.74662216,0.98948,3.35,low,high,high,Lemon_Juice
6104,6.4,0.25,0.3,,0.038,15,129,14.04137453,0.9948,3.14,low,low,high,Lemon_Juice
6105,6.4,0.26,0.21,high,0.04,,162,13.88382979,0.9956,3.39,medium,low,high,Lemon_Juice
6106,,0.625,0.2,very_low,0.08,27,119,17.96089792,0.9972,3.16,high,very_low,low,Orange_Juice
6107,7.4,0.16,0.27,very_high,0.05,25,135,15.94056548,0.9984,2.9,low,very_low,high,Lemon_Juice
6108,7.3,0.22,0.49,very_high,0.031,48,161,16.6135324,0.9937,3.01,low,medium,high,Lemon_Juice
6109,6.3,0.23,0.21,medium,0.035,29,142,13.91565267,0.9942,3.36,low,low,high,Lemon_Juice
6110,8.9,0.24,0.33,very_high,0.035,16,132,19.48595021,0.996,3,low,medium,high,Lemon_Juice
6111,7,0.36,0.21,low,0.086,24,69,14.98477043,,3.4,medium,low,high,Orange_Juice
6112,7.3,0.15,0.4,very_low,0.05,24,92,16.50108946,0.9932,3.14,low,low,low,Lemon_Juice
6113,6.2,0.46,0.29,low,0.074,32,98,13.51851632,0.99578,3.33,medium,low,low,Orange_Juice
6114,7.6,0.55,0.21,low,0.071,7,28,15.79348239,0.9964,3.28,medium,low,low,Orange_Juice
6115,8.3,0.15,0.39,very_low,0.055,32,146,18.52823964,0.993,3.08,low,low,high,Lemon_Juice
6116,,0.28,0.32,,0.042,,218.5,14.19033471,0.9935,3.27,,low,low,Lemon_Juice
6117,6.6,0.34,0.24,low,0.034,29,99,14.2642806,0.99031,3.1,low,high,high,Lemon_Juice
6118,6.9,0.22,0.31,high,0.029,41,131,15.32480451,0.99326,,low,medium,high,Lemon_Juice
6119,7.8,0.3,0.36,medium,0.024,20,198,17.58172687,,3.06,medium,medium,high,Lemon_Juice
6120,7.5,0.71,0,very_low,0.092,22,31,15.68845799,0.99635,3.38,medium,low,high,Orange_Juice
6121,6.8,0.29,0.22,low,0.035,40,122,14.64040167,0.99024,3.09,,high,high,Lemon_Juice
6122,6.1,0.28,0.25,high,0.056,44,201,13.22284457,0.9955,3.19,,very_low,high,Lemon_Juice
6123,6.4,0.22,0.3,very_high,0.046,53,149,14.21089102,0.99479,3.21,low,medium,low,Lemon_Juice
6124,7.3,0.19,0.25,very_low,0.051,41,107,16.28070359,0.99382,3.53,medium,low,high,Lemon_Juice
6125,6.6,0.58,0.3,medium,0.057,30,123,14.99273678,0.9949,3.24,low,very_low,low,Lemon_Juice
6126,6.1,,0,very_low,0.063,36,87,13.11710599,0.9914,3.27,medium,medium,high,Lemon_Juice
6127,10.2,0.44,0.42,very_low,0.071,7,20,22.443534,0.99566,3.14,,medium,high,Orange_Juice
6128,7.9,0.51,0.25,low,,21,45,17.73662793,0.9974,3.49,medium,medium,high,Orange_Juice
6129,6.6,0.39,0.28,very_high,0.036,10,92,14.49957475,0.99206,3.07,low,medium,high,Lemon_Juice
6130,6.6,0.25,0.51,high,0.047,61,189,15.63169217,0.99604,3.22,low,very_low,,
6131,8,0.45,0.23,low,,16,29,17.27721233,0.9962,3.21,low,low,,Orange_Juice
6132,6.9,0.42,0.2,very_high,0.043,57,201,14.87093466,0.99848,,medium,low,low,Lemon_Juice
6133,6.7,0.27,0.25,high,0.053,54,202,15.00093675,0.9961,3.22,low,very_low,low,Lemon_Juice
6134,6.2,0.24,0.27,low,0.039,30,123,13.37032936,0.98959,3.12,low,high,high,Lemon_Juice
6135,6,0.67,0.07,very_low,0.06,9,108,12.75669116,0.9931,3.11,low,very_low,low,Lemon_Juice
6136,7.6,0.345,0.26,very_low,,15,134,17.30420364,0.9936,3.08,low,low,low,Lemon_Juice
6137,6.4,0.26,0.35,high,0.056,45,191,14.99412906,0.99527,3.16,,low,low,Lemon_Juice
6138,6.5,0.25,0.27,,0.064,29,140,14.71350701,0.99776,3.2,low,low,high,Lemon_Juice
6139,7,0.62,,very_low,0.076,8,24,15.05631164,0.9978,3.48,medium,very_low,low,Orange_Juice
6140,5.9,0.13,0.28,very_low,0.05,20,78,12.83543703,,3.43,medium,medium,,Lemon_Juice
6141,5.5,0.17,,low,0.039,10,108,12.27174545,0.99243,3.28,low,low,low,Lemon_Juice
6142,7.5,0.22,0.33,high,0.036,45,138,16.76290715,0.9939,3.2,medium,medium,high,Lemon_Juice
6143,,0.23,0.39,low,0.172,63,158,15.53292831,0.9937,3.11,low,low,high,Lemon_Juice
6144,7.1,0.18,0.26,very_low,0.041,20,71,15.41588579,0.9926,3.04,medium,low,high,Lemon_Juice
6145,6.9,0.39,0.4,medium,0.022,5,19,16.27676238,0.9915,3.31,low,high,low,
6146,6.4,0.595,0.14,medium,0.058,15,97,13.57107666,0.9951,3.38,low,very_low,low,Lemon_Juice
6147,5.7,0.45,0.42,very_low,,61,197,13.44600601,0.9932,3.02,low,very_low,low,
6148,7.2,0.34,0.34,very_high,0.048,7,41,15.65627234,0.9942,3.19,low,medium,low,Lemon_Juice
6149,,0.23,0.39,very_low,0.032,12,65,,0.9898,3.25,low,high,high,Lemon_Juice
6150,6.6,0.16,0.4,very_low,0.044,48,143,15.25261331,0.9912,3.54,medium,high,high,Lemon_Juice
6151,7.2,0.4,0.49,very_low,0.048,11,138,16.64298846,0.9929,3.01,low,very_low,low,Lemon_Juice
6152,6.4,,0.32,very_low,0.038,40,118,14.26585547,0.99074,,medium,medium,high,Lemon_Juice
6153,6.2,,0.21,very_low,0.032,31,111,13.70517539,0.9889,2.97,low,high,high,Lemon_Juice
6154,7.7,0.28,0.63,very_high,0.039,58,179,17.99654173,0.9979,3.08,low,very_low,low,Lemon_Juice
6155,6,0.32,0.3,,0.174,46,159,13.40235892,0.99519,3.18,low,low,low,Lemon_Juice
6156,6.7,0.54,0.13,very_low,0.076,15,36,14.48133061,0.9973,3.61,medium,low,low,Orange_Juice
6157,6.8,0.25,0.38,very_high,0.046,,155,15.01198217,0.9956,3.33,medium,low,high,Lemon_Juice
